Store_Key,Store_Name,Channel,Store_Grade,Region_Key,Sub_Channel,Payment_Term,Latitude,Longitude
267,Supermarket Hall Group,HORECA,Class A,24,Cafeteria,Credit 30 Days,30.562441,32.414724
268,Hypermarket Fernandez Martin and Garcia,HORECA,Class C,30,Restaurant,Credit 30 Days,29.245623,29.840647
269,Hypermarket Ryan-Dominguez,HORECA,Class A,22,Mini Market,Credit 30 Days,29.684151,32.130444
270,Grocery Santos Bryant and Hernandez,Traditional Trade,Class A,29,Kiosk,Credit 15 Days,28.763837,32.24413
271,Grocery Patton-White,Modern Trade,Class A,4,Mini Market,Cash,28.199853,30.474258
272,Grocery Rogers-Cox,Modern Trade,Class A,14,Kiosk,Cash,31.278982,31.470779
273,Hypermarket Macias and Sons,Modern Trade,Class B,9,Mini Market,Cash,30.458302,29.987564
274,Hypermarket Jones-Hicks,Modern Trade,Class A,33,Mini Market,Cash,28.617373,30.118825
275,Market Merritt-Holloway,HORECA,Class A,24,Supermarket,Cash,29.58856,29.395743
276,Grocery Raymond Martin and Garcia,HORECA,Class C,16,Restaurant,Credit 30 Days,29.291747,30.736109
277,Grocery Taylor Ford and Mcknight,Modern Trade,Class C,29,Cafeteria,Credit 30 Days,28.229976,32.249213
278,Supermarket Dennis Carter and Adkins,Traditional Trade,Class C,15,Supermarket,Cash,27.112105,29.003376
279,Supermarket Howard Leon and Williams,Modern Trade,Class A,26,Wholesale,Credit 15 Days,27.632749,29.728839
280,Supermarket Powell-Hill,HORECA,Class B,7,Kiosk,Credit 30 Days,28.273304,30.843014
281,Hypermarket Page PLC,Modern Trade,Class C,6,Kiosk,Cash,27.923847,31.930157
282,Supermarket Mann-Moore,Modern Trade,Class C,25,Restaurant,Credit 30 Days,27.392459,29.000274
283,Hypermarket Banks-Wilkinson,HORECA,Class A,13,Cafeteria,Credit 30 Days,29.204847,30.953229
284,Grocery Rodriguez Inc,HORECA,Class A,19,Wholesale,Credit 15 Days,27.814181,30.195325
285,Grocery Le Group,Traditional Trade,Class C,34,Restaurant,Cash,27.746124,30.150609
286,Grocery Cook Palmer and Thompson,Traditional Trade,Class C,25,Wholesale,Credit 30 Days,29.568361,30.850014
287,Hypermarket Hernandez-Fisher,Traditional Trade,Class C,7,Restaurant,Cash,29.363576,29.110571
288,Hypermarket Scott-Sanders,HORECA,Class C,27,Restaurant,Credit 15 Days,30.710773,31.630179
289,Hypermarket Kelly Group,Modern Trade,Class A,15,Supermarket,Cash,30.455701,31.746181
290,Market Roberts-Parsons,Modern Trade,Class A,15,Cafeteria,Credit 30 Days,31.408625,32.317903
291,Market Mann Carroll and Thomas,Traditional Trade,Class A,2,Cafeteria,Cash,29.10383,31.900925
292,Supermarket Thompson Ltd,Traditional Trade,Class C,26,Supermarket,Cash,29.125143,29.871723
293,Supermarket Shannon-Tate,Traditional Trade,Class C,34,Mini Market,Credit 15 Days,29.071049,32.741745
294,Market Wheeler Garcia and Davis,HORECA,Class C,16,Wholesale,Credit 30 Days,27.335242,30.68303
295,Supermarket Hernandez-Thomas,Modern Trade,Class B,7,Restaurant,Credit 30 Days,29.998288,29.943457
296,Market Glenn and Sons,Modern Trade,Class B,15,Wholesale,Credit 30 Days,28.108027,30.75214
297,Market Cobb and Sons,HORECA,Class B,1,Cafeteria,Credit 15 Days,27.961129,31.922689
298,Hypermarket Mcpherson and Sons,Modern Trade,Class B,11,Mini Market,Cash,31.126456,31.929916
299,Market Levine Ltd,Modern Trade,Class B,19,Kiosk,Cash,27.543182,31.515274
300,Grocery Morgan-Ellis,HORECA,Class C,28,Wholesale,Credit 15 Days,27.512759,31.121307
301,Hypermarket Gutierrez and Sons,Modern Trade,Class A,5,Mini Market,Cash,27.764111,31.995306
302,Hypermarket Newman PLC,Modern Trade,Class C,9,Wholesale,Cash,28.696996,29.736549
303,Market Acosta-Ramirez,Traditional Trade,Class C,34,Cafeteria,Cash,30.987164,32.555855
304,Market Ward PLC,HORECA,Class C,22,Wholesale,Credit 30 Days,29.24989,31.545529
305,Market Johnson-Wood,Modern Trade,Class B,29,Restaurant,Credit 15 Days,27.415751,32.93845
306,Market Rose Ltd,HORECA,Class A,3,Kiosk,Cash,30.382687,30.298561
307,Supermarket Porter Hernandez and Thompson,Traditional Trade,Class B,12,Kiosk,Credit 15 Days,28.891408,31.518673
308,Market Harper Pham and Roach,Modern Trade,Class C,34,Mini Market,Credit 15 Days,27.111923,31.785967
309,Supermarket Mendez-Mason,Traditional Trade,Class C,8,Supermarket,Credit 30 Days,29.964675,29.431222
310,Supermarket Evans-Sparks,Modern Trade,Class B,28,Cafeteria,Credit 15 Days,27.995107,32.156629
311,Hypermarket Collins-Henderson,Modern Trade,Class A,31,Supermarket,Credit 15 Days,27.31752,32.13986
312,Supermarket Pacheco Davis and Cameron,HORECA,Class A,23,Restaurant,Credit 15 Days,27.206231,32.7527
313,Supermarket Shelton PLC,HORECA,Class C,3,Mini Market,Cash,28.542449,29.276818
314,Hypermarket Dodson and Sons,Modern Trade,Class C,21,Supermarket,Credit 15 Days,29.155445,30.112665
315,Grocery Russell Inc,Traditional Trade,Class C,4,Kiosk,Credit 30 Days,29.729862,29.101771
316,Hypermarket Palmer-Washington,Traditional Trade,Class A,31,Kiosk,Credit 30 Days,31.338944,30.516125
317,Market Nelson-Reyes,HORECA,Class C,31,Restaurant,Credit 30 Days,27.895744,29.966574
318,Hypermarket Sullivan-Murray,Traditional Trade,Class B,27,Supermarket,Credit 30 Days,30.988675,30.361336
319,Grocery Ramirez PLC,Modern Trade,Class A,19,Kiosk,Cash,28.349659,29.610669
320,Supermarket Lynch Benitez and Gonzales,Modern Trade,Class C,33,Restaurant,Credit 15 Days,30.51033,31.053451
321,Grocery Cox-Shelton,Modern Trade,Class B,21,Restaurant,Credit 30 Days,31.43522,32.617958
322,Hypermarket Mcguire Clark and Hogan,Modern Trade,Class C,22,Kiosk,Credit 30 Days,29.329301,30.656873
323,Grocery Clayton Miller and Reeves,HORECA,Class C,33,Wholesale,Credit 30 Days,30.585064,31.355204
324,Market Hall Cobb and Franklin,HORECA,Class C,31,Cafeteria,Credit 30 Days,28.809118,31.137147
325,Grocery Smith Bradley and Marsh,HORECA,Class A,18,Wholesale,Credit 15 Days,29.767211,30.211104
326,Grocery Rodriguez-Sullivan,Modern Trade,Class C,7,Wholesale,Credit 15 Days,28.358153,29.472599
327,Market Holland-Bryan,Modern Trade,Class B,25,Restaurant,Credit 15 Days,29.764084,30.077716
328,Supermarket Allen Terry and Brown,Modern Trade,Class A,11,Mini Market,Credit 30 Days,28.707583,32.397682
329,Grocery Nguyen-Johnson,HORECA,Class B,27,Supermarket,Credit 30 Days,29.853629,31.680008
330,Grocery Clark Obrien and Harris,Modern Trade,Class B,28,Kiosk,Cash,29.279371,31.581108
331,Market Riddle-Webb,HORECA,Class C,20,Kiosk,Credit 30 Days,28.037129,30.839941
332,Supermarket Burnett-Hobbs,HORECA,Class B,4,Cafeteria,Credit 30 Days,29.829739,31.353925
333,Hypermarket Kirk-Stone,Modern Trade,Class B,4,Cafeteria,Credit 15 Days,27.261226,30.455583
334,Grocery Meyer-Wilson,Modern Trade,Class A,28,Supermarket,Cash,30.330628,29.454256
335,Supermarket Smith Ltd,HORECA,Class B,24,Cafeteria,Credit 15 Days,27.455794,31.973666
336,Grocery Gilbert Moore and Bartlett,Traditional Trade,Class B,5,Mini Market,Cash,29.227031,29.584995
337,Market Mcdonald-Price,HORECA,Class A,7,Restaurant,Credit 30 Days,31.393947,32.548309
338,Grocery Randall Inc,HORECA,Class C,26,Mini Market,Credit 15 Days,27.401866,31.5183
339,Grocery Singh Burke and Foley,Traditional Trade,Class A,5,Kiosk,Credit 30 Days,30.297189,32.589172
340,Grocery Jones Ltd,Modern Trade,Class B,24,Mini Market,Cash,27.414292,31.870995
341,Grocery Sandoval-Nelson,Traditional Trade,Class A,7,Restaurant,Credit 15 Days,29.567899,31.404683
342,Grocery Gonzalez Rogers and Perez,HORECA,Class C,4,Supermarket,Credit 30 Days,28.062439,31.359065
343,Supermarket Larson-Villanueva,HORECA,Class B,30,Cafeteria,Credit 30 Days,30.54479,30.565145
344,Hypermarket Reyes Morris and Lucero,Modern Trade,Class B,12,Restaurant,Credit 15 Days,31.44521,29.043778
345,Grocery Newton Hayes and Hansen,HORECA,Class A,32,Wholesale,Credit 30 Days,28.346442,29.939589
346,Supermarket Robinson LLC,HORECA,Class C,14,Wholesale,Cash,27.608679,32.936903
347,Hypermarket Guzman and Sons,Modern Trade,Class B,16,Kiosk,Cash,30.080905,29.529731
348,Grocery Obrien and Sons,Modern Trade,Class B,14,Wholesale,Credit 15 Days,28.205766,31.837083
349,Supermarket White Page and Howard,Modern Trade,Class B,16,Kiosk,Credit 15 Days,27.302569,30.519488
350,Grocery Phillips-Solis,Modern Trade,Class C,16,Restaurant,Cash,27.30597,32.1773
351,Hypermarket Hartman-Bryant,Modern Trade,Class B,7,Wholesale,Credit 30 Days,30.35935,32.804733
352,Market Klein-Patrick,Modern Trade,Class C,27,Restaurant,Credit 15 Days,31.220081,30.044944
353,Market Smith-King,Modern Trade,Class C,33,Mini Market,Credit 15 Days,30.071997,29.803602
354,Supermarket Hansen and Sons,HORECA,Class B,25,Supermarket,Cash,31.258792,30.681649
355,Grocery Carpenter Inc,Modern Trade,Class C,3,Supermarket,Credit 30 Days,27.984891,31.656024
356,Market King Soto and Delgado,Modern Trade,Class A,3,Wholesale,Cash,28.244546,32.863355
357,Supermarket Delgado Ltd,Modern Trade,Class B,4,Restaurant,Cash,29.307785,32.375003
358,Supermarket Harris-Russell,Modern Trade,Class A,11,Supermarket,Credit 30 Days,30.020047,31.656262
359,Hypermarket Mclaughlin Brown and Carter,Traditional Trade,Class B,19,Cafeteria,Credit 15 Days,30.798735,29.693033
360,Hypermarket Fowler-Cunningham,HORECA,Class B,33,Cafeteria,Credit 15 Days,30.071521,30.552769
361,Hypermarket Ferguson Reilly and Mason,HORECA,Class C,27,Kiosk,Credit 15 Days,29.882642,31.93077
362,Supermarket Jones Jimenez and Duncan,HORECA,Class A,31,Restaurant,Credit 30 Days,31.147084,31.520245
363,Supermarket Thomas Curtis and Edwards,Modern Trade,Class A,18,Restaurant,Cash,29.51583,31.007887
364,Market Dunlap Group,HORECA,Class B,27,Supermarket,Credit 30 Days,27.24509,29.677656
365,Market Solomon Kemp and Strickland,Modern Trade,Class A,3,Supermarket,Cash,29.052099,31.183173
366,Grocery Bishop-Perez,Traditional Trade,Class A,1,Mini Market,Credit 15 Days,28.055619,29.843294
367,Grocery Berg PLC,HORECA,Class A,1,Mini Market,Cash,29.715523,29.996015
368,Hypermarket Bell PLC,HORECA,Class C,23,Wholesale,Credit 15 Days,27.626806,29.530866
369,Grocery Marquez LLC,HORECA,Class A,29,Wholesale,Cash,31.015972,29.696418
370,Market Figueroa Inc,Modern Trade,Class B,30,Mini Market,Credit 30 Days,28.261158,30.126837
371,Market Moses-French,HORECA,Class B,16,Supermarket,Credit 15 Days,28.541666,31.682129
372,Hypermarket Taylor Group,HORECA,Class A,29,Mini Market,Credit 15 Days,27.636608,29.181208
373,Grocery Matthews-Ballard,Modern Trade,Class B,29,Cafeteria,Credit 30 Days,30.492934,31.391163
374,Hypermarket Patel PLC,Modern Trade,Class C,11,Wholesale,Cash,30.93245,30.270576
375,Hypermarket Mcdowell and Sons,HORECA,Class B,14,Mini Market,Credit 15 Days,31.340293,31.438794
376,Hypermarket Wilson-Williams,HORECA,Class B,19,Mini Market,Cash,29.509059,32.0549
377,Supermarket Miller-Smith,Modern Trade,Class A,22,Mini Market,Cash,27.073794,31.083701
378,Grocery Martin PLC,HORECA,Class B,33,Mini Market,Credit 30 Days,29.657882,30.91683
379,Market Moran-Leach,Modern Trade,Class C,21,Wholesale,Cash,30.309733,29.786506
380,Grocery Glass-Davis,Modern Trade,Class A,4,Mini Market,Cash,28.294951,30.212856
381,Grocery Schroeder Inc,Traditional Trade,Class C,7,Supermarket,Cash,28.742152,29.016815
382,Grocery Chang LLC,Modern Trade,Class B,18,Supermarket,Cash,31.283893,29.155246
383,Grocery Flores-Nichols,Modern Trade,Class C,16,Mini Market,Cash,28.638353,32.080002
384,Grocery West-Stout,Traditional Trade,Class B,35,Kiosk,Cash,30.363119,30.275021
385,Supermarket Chavez-Conley,Modern Trade,Class C,17,Kiosk,Cash,28.86485,29.636185
386,Market Hall-Wilson,Modern Trade,Class B,29,Wholesale,Credit 15 Days,31.158662,30.741204
387,Market Reynolds-Salazar,Traditional Trade,Class B,12,Wholesale,Cash,31.237606,32.842068
388,Grocery Sanchez Landry and Dudley,HORECA,Class B,19,Mini Market,Cash,29.397664,30.982306
389,Hypermarket Ellis-Stevens,HORECA,Class B,35,Restaurant,Cash,30.753351,30.407292
390,Supermarket Sanchez Smith and Wallace,Traditional Trade,Class B,25,Wholesale,Credit 30 Days,29.692499,30.205889
391,Supermarket Lee Vasquez and Bell,Traditional Trade,Class A,18,Supermarket,Cash,28.404022,29.997401
392,Supermarket Gates-Riley,HORECA,Class A,29,Kiosk,Credit 15 Days,31.430183,30.4738
393,Grocery Williams-Jones,Modern Trade,Class A,16,Wholesale,Credit 15 Days,28.948309,30.499436
394,Grocery Gordon Moody and Shelton,Modern Trade,Class B,5,Cafeteria,Credit 15 Days,27.46647,31.494402
395,Hypermarket Welch Hopkins and Roberts,HORECA,Class A,13,Wholesale,Credit 15 Days,28.268524,31.823626
396,Supermarket Ruiz LLC,HORECA,Class A,22,Kiosk,Cash,30.480676,30.875043
397,Market Adkins-Bradford,HORECA,Class B,4,Supermarket,Credit 30 Days,31.493138,32.949522
398,Market Jackson-Smith,HORECA,Class A,24,Kiosk,Credit 15 Days,29.291305,30.205261
399,Grocery Mcintyre-Collins,Traditional Trade,Class C,2,Wholesale,Credit 15 Days,27.644517,32.735386
400,Grocery Ortiz White and Cline,Modern Trade,Class C,13,Cafeteria,Credit 30 Days,28.409621,32.257632
401,Grocery Shepard Powell and Garcia,Traditional Trade,Class C,16,Cafeteria,Credit 15 Days,29.075794,32.005659
402,Supermarket Evans-Cooper,Traditional Trade,Class C,13,Mini Market,Credit 30 Days,30.110026,32.004003
403,Supermarket Kelly-Henderson,Modern Trade,Class A,22,Mini Market,Cash,30.009799,29.924882
404,Supermarket Brown Group,Traditional Trade,Class B,23,Kiosk,Cash,28.647847,31.332675
405,Grocery French-Snyder,Modern Trade,Class A,26,Kiosk,Credit 30 Days,28.90395,30.442331
406,Hypermarket Webster Villanueva and Duran,Modern Trade,Class A,23,Cafeteria,Credit 15 Days,28.713838,31.471377
407,Supermarket Robinson Ltd,Modern Trade,Class C,6,Supermarket,Credit 30 Days,27.866612,31.334158
408,Market Hall LLC,Traditional Trade,Class B,6,Mini Market,Cash,29.547441,30.001024
409,Grocery King Ltd,Modern Trade,Class A,3,Kiosk,Credit 15 Days,27.73833,31.158426
410,Supermarket Collins PLC,HORECA,Class C,17,Mini Market,Credit 30 Days,27.981328,32.43219
411,Market Garcia-Vargas,Traditional Trade,Class C,27,Wholesale,Credit 30 Days,29.065809,29.630444
412,Hypermarket Pineda-Benson,Traditional Trade,Class C,4,Wholesale,Cash,30.640548,31.375472
413,Hypermarket Gillespie-Ferguson,Traditional Trade,Class A,23,Wholesale,Credit 30 Days,29.451024,31.284208
414,Market Hamilton-Miller,Traditional Trade,Class B,33,Supermarket,Credit 30 Days,29.800771,31.478099
415,Supermarket Roberts Inc,Modern Trade,Class B,17,Supermarket,Credit 15 Days,29.601276,29.915307
416,Hypermarket Miller PLC,Traditional Trade,Class C,5,Wholesale,Cash,30.8919,31.334705
417,Market Cunningham and Sons,Modern Trade,Class C,28,Restaurant,Credit 30 Days,27.862371,32.549706
418,Supermarket Lewis Cruz and Perez,Modern Trade,Class B,20,Restaurant,Credit 15 Days,30.36114,32.436626
419,Market Harvey Inc,Modern Trade,Class C,2,Mini Market,Cash,27.647664,32.125796
420,Market Mitchell Ltd,Modern Trade,Class A,22,Wholesale,Credit 15 Days,28.128756,29.599059
421,Market Chavez Martinez and Taylor,HORECA,Class A,5,Kiosk,Credit 15 Days,28.982509,29.864076
422,Hypermarket Jackson Patterson and Clayton,Modern Trade,Class A,22,Wholesale,Credit 30 Days,29.03443,29.157492
423,Market Johnson Cole and Grimes,Traditional Trade,Class C,30,Supermarket,Cash,28.279489,31.594694
424,Supermarket Spencer-Smith,Modern Trade,Class A,18,Kiosk,Credit 30 Days,28.984307,29.642704
425,Supermarket Summers Bell and Pruitt,Traditional Trade,Class C,21,Kiosk,Credit 15 Days,27.140596,30.162184
426,Hypermarket Hughes-Rodriguez,HORECA,Class A,27,Wholesale,Credit 15 Days,30.35903,31.236621
427,Grocery Gonzalez-Bush,HORECA,Class C,1,Wholesale,Credit 15 Days,28.227358,32.535322
428,Market Lopez Burch and Myers,HORECA,Class C,11,Supermarket,Credit 15 Days,27.993262,29.895143
429,Market Warren-Anderson,Traditional Trade,Class A,9,Wholesale,Credit 15 Days,30.450533,29.928951
430,Grocery Morales King and Cruz,HORECA,Class C,1,Supermarket,Credit 15 Days,30.277757,31.059301
431,Market Lawrence Ltd,Modern Trade,Class C,28,Supermarket,Credit 15 Days,30.62751,30.275774
432,Market Austin LLC,Traditional Trade,Class C,15,Mini Market,Cash,30.44702,29.026609
433,Grocery Holland-Grimes,Traditional Trade,Class C,22,Mini Market,Cash,28.242682,32.820295
434,Grocery Gill PLC,HORECA,Class B,28,Mini Market,Cash,30.596697,29.001756
435,Hypermarket Rodriguez-Webb,HORECA,Class B,16,Supermarket,Credit 15 Days,29.90899,32.663804
436,Grocery Mckay Jackson and Hill,HORECA,Class C,4,Kiosk,Cash,29.262696,31.724977
437,Hypermarket Hurst Wright and Grant,Modern Trade,Class C,20,Cafeteria,Cash,29.131727,29.352796
438,Supermarket Washington-Ferrell,Modern Trade,Class C,16,Supermarket,Credit 15 Days,30.108388,30.915685
439,Market Novak Inc,Modern Trade,Class A,3,Cafeteria,Credit 30 Days,31.315528,29.800765
440,Supermarket Jones-Carr,Traditional Trade,Class A,26,Cafeteria,Credit 15 Days,27.995499,32.479394
441,Market Mack and Sons,HORECA,Class C,4,Cafeteria,Credit 30 Days,27.38141,30.908899
442,Hypermarket Molina Terrell and Ewing,HORECA,Class C,13,Kiosk,Cash,29.285536,29.330553
443,Supermarket Williams-Allen,HORECA,Class B,35,Cafeteria,Cash,29.863231,29.900217
444,Supermarket Mason Bright and Davis,HORECA,Class A,14,Mini Market,Credit 30 Days,30.497522,31.143236
445,Market Bray Montgomery and Sharp,HORECA,Class C,25,Supermarket,Cash,29.300903,30.065778
446,Grocery Leon Davenport and Fowler,HORECA,Class C,10,Supermarket,Credit 15 Days,28.258566,30.994053
447,Hypermarket Mendez-Thomas,Traditional Trade,Class A,32,Wholesale,Credit 30 Days,31.222537,29.94224
448,Supermarket Bishop Miller and Martin,Modern Trade,Class C,31,Mini Market,Credit 15 Days,30.35648,32.108025
449,Hypermarket Brown Brown and West,Traditional Trade,Class C,29,Mini Market,Credit 30 Days,29.337245,30.969191
450,Supermarket Hayden-Lynn,HORECA,Class B,29,Cafeteria,Credit 15 Days,28.024519,31.599066
451,Hypermarket House PLC,Traditional Trade,Class C,20,Kiosk,Cash,28.932837,30.123442
452,Supermarket Young PLC,Traditional Trade,Class B,18,Kiosk,Credit 15 Days,30.51282,30.850068
453,Supermarket Gonzalez Peterson and Johnson,HORECA,Class B,24,Kiosk,Cash,28.792145,31.357167
454,Hypermarket Lamb Shepherd and Campbell,Traditional Trade,Class B,13,Supermarket,Credit 30 Days,30.151957,31.747412
455,Supermarket Espinoza-Benton,HORECA,Class B,7,Kiosk,Credit 15 Days,30.874247,32.541451
456,Market Brown LLC,Modern Trade,Class B,21,Supermarket,Credit 15 Days,29.42864,29.875884
457,Hypermarket Harmon Inc,HORECA,Class B,6,Restaurant,Cash,28.746028,32.285898
458,Market Blankenship PLC,HORECA,Class C,30,Mini Market,Cash,29.05919,29.546839
459,Hypermarket Hendricks Garcia and Alexander,Traditional Trade,Class B,23,Supermarket,Cash,30.324809,32.564375
460,Market Carter and Sons,Modern Trade,Class B,24,Mini Market,Credit 30 Days,28.718359,31.625952
461,Market Estrada Williams and Gomez,Traditional Trade,Class C,22,Restaurant,Cash,27.318986,31.557745
462,Hypermarket Martinez Spence and Lewis,HORECA,Class C,26,Cafeteria,Credit 30 Days,28.169708,29.52276
463,Hypermarket Fox Frey and Barnett,HORECA,Class B,15,Kiosk,Credit 30 Days,31.021712,30.149584
464,Supermarket Gomez-Montes,Traditional Trade,Class B,12,Kiosk,Credit 30 Days,28.751056,31.772714
465,Market Adams Rice and Davis,Traditional Trade,Class C,30,Wholesale,Cash,29.16252,29.766532
466,Grocery Miranda PLC,Traditional Trade,Class C,20,Cafeteria,Credit 30 Days,30.039951,29.669235
467,Grocery Garrison-Kane,Modern Trade,Class C,1,Wholesale,Credit 30 Days,27.106908,32.209858
468,Market Hill-Vasquez,HORECA,Class A,26,Cafeteria,Cash,30.006998,29.09785
