Date_Key,Region_Key,Brand_Name,Volume_Share_%,Value_Share_%,Competitor_Price,Availability_Status,Shelf_Space_Share
2023-02-01,21,V7,16.98,14.75,16.82,Yes,36.6
2023-02-01,21,Sina Cola,19.72,21.48,19.24,Yes,48.1
2023-02-01,22,Shams-Cola,3.71,3.04,17.48,Yes,9.4
2023-02-01,22,Pepsi,9.9,10.25,12.08,Yes,28.0
2023-02-01,22,Coca-Cola,25.16,20.3,17.64,Yes,6.5
2023-02-01,22,Big Cola,27.5,31.53,27.39,Yes,16.0
2023-02-01,22,Spiro Spathis,27.83,30.41,22.06,Yes,46.9
2023-02-01,22,V7,2.82,3.28,13.61,No,36.9
2023-02-01,22,Sina Cola,20.77,22.29,14.85,Yes,40.6
2023-02-01,23,Shams-Cola,10.74,9.59,26.04,Yes,13.5
2023-02-01,23,Pepsi,23.16,24.08,23.55,Yes,22.7
2023-02-01,23,Coca-Cola,20.91,19.94,13.85,Yes,44.0
2023-02-01,23,Big Cola,6.92,6.94,12.14,Yes,30.5
2023-02-01,23,Spiro Spathis,15.87,18.41,16.53,Yes,40.9
2023-02-01,23,V7,10.74,11.85,22.8,No,20.6
2023-02-01,23,Sina Cola,13.33,11.69,13.03,Yes,33.6
2023-02-01,24,Shams-Cola,22.67,26.24,20.37,Yes,36.2
2023-02-01,24,Pepsi,18.07,18.39,22.77,Yes,29.5
2023-02-01,24,Coca-Cola,21.59,21.13,27.66,No,19.8
2023-02-01,24,Big Cola,10.83,10.46,23.31,Yes,21.0
2023-02-01,24,Spiro Spathis,2.37,2.63,26.82,Yes,31.0
2023-02-01,24,V7,6.64,6.39,11.62,Yes,34.5
2023-02-01,24,Sina Cola,27.97,33.33,11.92,Yes,6.5
2023-02-01,25,Shams-Cola,19.32,22.39,27.68,Yes,11.6
2023-02-01,25,Pepsi,4.83,5.23,20.32,Yes,40.3
2023-02-01,25,Coca-Cola,14.97,15.01,11.37,No,11.0
2023-02-01,25,Big Cola,18.65,17.65,14.43,Yes,30.7
2023-02-01,25,Spiro Spathis,37.17,43.94,17.87,Yes,12.4
2023-02-01,25,V7,19.3,18.09,17.24,Yes,41.0
2023-02-01,25,Sina Cola,7.2,8.45,27.52,Yes,33.7
2023-02-01,26,Shams-Cola,29.38,26.84,15.67,Yes,28.4
2023-02-01,26,Pepsi,30.99,28.7,14.28,Yes,44.1
2023-02-01,26,Coca-Cola,28.74,30.48,12.75,Yes,16.3
2023-02-01,26,Big Cola,36.74,41.26,13.14,Yes,11.0
2023-02-01,26,Spiro Spathis,8.74,10.39,11.11,Yes,28.4
2023-02-01,26,V7,7.59,7.6,11.5,Yes,8.9
2023-02-01,26,Sina Cola,13.11,10.86,18.6,Yes,26.4
2023-02-01,27,Shams-Cola,5.0,5.34,20.97,Yes,25.2
2023-02-01,27,Pepsi,8.74,7.04,26.43,No,16.9
2023-02-01,27,Coca-Cola,14.43,11.94,24.99,Yes,35.0
2023-02-01,27,Big Cola,11.66,12.06,12.24,Yes,21.2
2023-02-01,27,Spiro Spathis,39.99,38.53,23.43,Yes,14.1
2023-02-01,27,V7,35.52,28.79,23.59,Yes,16.6
2023-02-01,27,Sina Cola,7.25,6.68,16.65,Yes,36.4
2023-02-01,28,Shams-Cola,9.81,11.36,15.88,Yes,46.1
2023-02-01,28,Pepsi,23.25,27.64,26.98,Yes,38.9
2023-02-01,28,Coca-Cola,6.94,5.62,24.11,Yes,28.5
2023-02-01,28,Big Cola,38.56,41.37,29.19,Yes,23.9
2023-02-01,28,Spiro Spathis,10.04,8.46,21.01,Yes,6.7
2023-02-01,28,V7,37.13,40.59,18.08,Yes,42.5
2023-02-01,28,Sina Cola,24.51,27.81,12.67,Yes,13.5
2023-02-01,29,Shams-Cola,28.09,29.08,28.61,Yes,24.2
2023-02-01,29,Pepsi,20.98,19.88,27.35,Yes,8.1
2023-02-01,29,Coca-Cola,23.59,20.17,24.42,Yes,31.6
2023-02-01,29,Big Cola,7.57,8.94,25.31,Yes,44.3
2023-02-01,29,Spiro Spathis,27.0,22.56,14.38,Yes,11.6
2023-02-01,29,V7,12.08,11.81,29.34,Yes,46.5
2023-02-01,29,Sina Cola,38.24,33.09,18.52,Yes,42.2
2023-02-01,30,Shams-Cola,5.85,5.62,16.9,Yes,24.2
2023-02-01,30,Pepsi,39.22,32.49,28.42,Yes,46.9
2023-02-01,30,Coca-Cola,33.46,35.66,19.21,Yes,27.0
2023-02-01,30,Big Cola,10.06,9.38,16.41,Yes,33.3
2023-02-01,30,Spiro Spathis,28.46,28.22,11.98,Yes,45.6
2023-02-01,30,V7,8.44,9.85,16.34,Yes,24.2
2023-02-01,30,Sina Cola,22.78,23.4,19.83,Yes,8.2
2023-02-01,31,Shams-Cola,21.85,24.6,13.41,Yes,9.8
2023-02-01,31,Pepsi,36.16,42.45,12.44,Yes,25.9
2023-02-01,31,Coca-Cola,23.2,26.99,25.95,Yes,35.7
2023-02-01,31,Big Cola,37.14,32.58,18.55,Yes,6.6
2023-02-01,31,Spiro Spathis,36.96,42.89,22.12,Yes,36.9
2023-02-01,31,V7,24.03,23.66,19.05,Yes,15.3
2023-02-01,31,Sina Cola,21.93,24.25,18.57,Yes,31.8
2023-02-01,32,Shams-Cola,37.27,32.77,20.62,Yes,38.9
2023-02-01,32,Pepsi,28.93,23.66,28.13,Yes,36.3
2023-02-01,32,Coca-Cola,7.66,7.43,27.58,Yes,31.6
2023-02-01,32,Big Cola,22.04,19.21,29.86,Yes,31.5
2023-02-01,32,Spiro Spathis,38.5,40.25,26.74,Yes,12.8
2023-02-01,32,V7,21.51,19.33,23.03,Yes,32.1
2023-02-01,32,Sina Cola,33.6,36.16,11.04,Yes,39.3
2023-02-01,33,Shams-Cola,6.58,5.67,27.49,No,42.7
2023-02-01,33,Pepsi,15.65,15.94,14.68,Yes,13.2
2023-02-01,33,Coca-Cola,36.22,32.35,20.58,Yes,9.6
2023-02-01,33,Big Cola,26.31,29.27,14.97,Yes,47.1
2023-02-01,33,Spiro Spathis,30.08,24.5,18.85,Yes,25.4
2023-02-01,33,V7,9.98,8.28,14.88,Yes,11.0
2023-02-01,33,Sina Cola,33.5,38.44,13.91,Yes,28.2
2023-02-01,34,Shams-Cola,2.46,2.6,12.37,Yes,45.4
2023-02-01,34,Pepsi,28.1,26.86,28.39,Yes,18.4
2023-02-01,34,Coca-Cola,39.65,45.14,25.63,Yes,25.7
2023-02-01,34,Big Cola,17.67,19.57,14.65,Yes,47.5
2023-02-01,34,Spiro Spathis,37.63,30.62,21.06,No,11.6
2023-02-01,34,V7,30.1,25.3,23.68,Yes,38.2
2023-02-01,34,Sina Cola,39.77,33.95,27.83,Yes,28.8
2023-02-01,35,Shams-Cola,32.28,34.04,17.25,Yes,16.1
2023-02-01,35,Pepsi,23.03,26.7,12.93,Yes,30.7
2023-02-01,35,Coca-Cola,9.76,8.93,16.24,Yes,39.8
2023-02-01,35,Big Cola,8.78,9.7,24.52,Yes,27.3
2023-02-01,35,Spiro Spathis,10.44,10.74,26.52,Yes,47.2
2023-02-01,35,V7,21.13,24.25,24.35,Yes,35.9
2023-02-01,35,Sina Cola,25.02,28.62,27.9,Yes,49.0
2023-03-01,1,Shams-Cola,29.01,34.74,11.07,Yes,35.5
2023-03-01,1,Pepsi,5.97,6.51,27.47,No,38.9
2023-03-01,1,Coca-Cola,16.14,14.54,19.73,Yes,11.1
2023-03-01,1,Big Cola,28.85,24.6,20.6,Yes,43.9
2023-03-01,1,Spiro Spathis,3.82,4.45,14.88,Yes,43.4
2023-03-01,1,V7,12.55,13.36,29.47,Yes,27.7
2023-03-01,1,Sina Cola,11.45,11.08,29.28,Yes,9.5
2023-03-01,2,Shams-Cola,20.38,23.22,10.46,Yes,17.1
2023-03-01,2,Pepsi,6.31,7.47,15.09,Yes,19.0
2023-03-01,2,Coca-Cola,37.16,38.13,22.73,Yes,15.5
2023-03-01,2,Big Cola,31.76,36.97,17.49,Yes,13.9
2023-03-01,2,Spiro Spathis,20.93,16.99,12.37,No,22.2
2023-03-01,2,V7,16.8,19.61,17.99,Yes,34.1
2023-03-01,2,Sina Cola,11.98,10.16,24.11,Yes,46.6
2023-03-01,3,Shams-Cola,33.14,33.97,18.53,Yes,12.4
2023-03-01,3,Pepsi,30.95,30.28,11.9,No,41.3
2023-03-01,3,Coca-Cola,32.5,30.83,13.97,Yes,27.4
2023-03-01,3,Big Cola,11.3,9.77,14.54,Yes,23.8
2023-03-01,3,Spiro Spathis,22.53,19.05,25.3,Yes,32.2
2023-03-01,3,V7,8.01,7.94,25.11,Yes,24.1
2023-03-01,3,Sina Cola,23.16,27.65,15.31,Yes,40.9
2023-03-01,4,Shams-Cola,23.61,25.68,24.1,Yes,10.4
2023-03-01,4,Pepsi,23.1,21.54,25.61,Yes,29.0
2023-03-01,4,Coca-Cola,5.76,6.5,15.14,Yes,30.2
2023-03-01,4,Big Cola,7.61,8.74,19.3,Yes,10.8
2023-03-01,4,Spiro Spathis,26.28,23.39,28.88,Yes,6.1
2023-03-01,4,V7,5.15,6.16,16.49,Yes,49.2
2023-03-01,4,Sina Cola,25.94,22.73,18.57,Yes,27.0
2023-03-01,5,Shams-Cola,38.7,42.46,19.25,Yes,9.7
2023-03-01,5,Pepsi,36.55,37.43,22.58,Yes,7.8
2023-03-01,5,Coca-Cola,23.56,19.33,23.9,Yes,46.8
2023-03-01,5,Big Cola,12.81,14.61,14.8,Yes,33.2
2023-03-01,5,Spiro Spathis,22.3,19.46,12.96,Yes,20.3
2023-03-01,5,V7,26.14,21.26,15.41,Yes,34.2
2023-03-01,5,Sina Cola,28.79,31.03,10.41,Yes,49.3
2023-03-01,6,Shams-Cola,31.45,29.15,25.24,Yes,44.6
2023-03-01,6,Pepsi,12.17,13.86,14.34,No,37.1
2023-03-01,6,Coca-Cola,32.09,27.18,29.76,Yes,35.6
2023-03-01,6,Big Cola,3.39,3.36,10.35,Yes,41.3
2023-03-01,6,Spiro Spathis,16.24,16.75,21.62,Yes,10.0
2023-03-01,6,V7,35.84,35.01,14.44,Yes,23.0
2023-03-01,6,Sina Cola,10.79,12.51,27.04,Yes,47.5
2023-03-01,7,Shams-Cola,11.55,12.4,17.02,Yes,15.2
2023-03-01,7,Pepsi,24.12,25.21,20.12,Yes,16.7
2023-03-01,7,Coca-Cola,20.06,19.32,26.63,Yes,10.4
2023-03-01,7,Big Cola,18.76,16.67,17.61,Yes,34.2
2023-03-01,7,Spiro Spathis,31.05,32.17,13.98,Yes,28.0
2023-03-01,7,V7,6.93,5.95,24.25,Yes,33.5
2023-03-01,7,Sina Cola,29.7,32.87,13.97,Yes,11.8
2023-03-01,8,Shams-Cola,14.6,17.24,24.41,Yes,36.4
2023-03-01,8,Pepsi,7.48,8.78,15.88,Yes,23.1
2023-03-01,8,Coca-Cola,37.53,30.14,27.94,Yes,37.4
2023-03-01,8,Big Cola,21.87,18.95,14.34,Yes,19.5
2023-03-01,8,Spiro Spathis,2.52,2.82,12.49,Yes,42.4
2023-03-01,8,V7,15.56,18.21,17.0,Yes,49.5
2023-03-01,8,Sina Cola,30.36,31.26,13.96,Yes,21.5
2023-03-01,9,Shams-Cola,4.28,4.81,18.82,No,40.9
2023-03-01,9,Pepsi,35.99,39.34,11.27,Yes,45.6
2023-03-01,9,Coca-Cola,9.42,8.18,27.8,Yes,40.2
2023-03-01,9,Big Cola,15.52,14.99,23.98,Yes,21.0
2023-03-01,9,Spiro Spathis,14.96,14.66,18.45,Yes,8.1
2023-03-01,9,V7,28.48,33.75,27.77,Yes,49.3
2023-03-01,9,Sina Cola,21.63,24.37,20.31,Yes,19.3
2023-03-01,10,Shams-Cola,10.84,10.04,25.28,Yes,36.8
2023-03-01,10,Pepsi,12.02,10.01,26.11,Yes,14.1
2023-03-01,10,Coca-Cola,39.93,44.08,11.36,Yes,28.0
2023-03-01,10,Big Cola,14.08,14.44,10.43,Yes,44.8
2023-03-01,10,Spiro Spathis,14.15,12.55,15.92,Yes,17.0
2023-03-01,10,V7,11.28,9.07,15.06,Yes,17.3
2023-03-01,10,Sina Cola,15.8,15.44,16.17,Yes,39.4
2023-03-01,11,Shams-Cola,36.47,36.36,28.54,No,8.2
2023-03-01,11,Pepsi,4.29,4.98,23.64,Yes,16.3
2023-03-01,11,Coca-Cola,38.43,35.5,16.5,Yes,36.2
2023-03-01,11,Big Cola,11.83,12.26,28.76,Yes,25.7
2023-03-01,11,Spiro Spathis,37.46,44.83,12.94,Yes,34.0
2023-03-01,11,V7,24.91,24.88,12.45,Yes,14.2
2023-03-01,11,Sina Cola,9.57,11.48,12.12,Yes,22.6
2023-03-01,12,Shams-Cola,27.78,31.84,12.76,Yes,7.6
2023-03-01,12,Pepsi,34.2,29.14,22.06,Yes,34.5
2023-03-01,12,Coca-Cola,25.85,22.27,11.22,Yes,29.9
2023-03-01,12,Big Cola,20.52,17.84,15.98,Yes,24.2
2023-03-01,12,Spiro Spathis,7.62,7.43,12.14,Yes,38.8
2023-03-01,12,V7,12.71,13.64,10.13,Yes,28.5
2023-03-01,12,Sina Cola,17.97,17.98,15.41,Yes,41.3
2023-03-01,13,Shams-Cola,39.8,44.05,15.41,Yes,13.4
2023-03-01,13,Pepsi,12.32,11.11,24.72,Yes,18.5
2023-03-01,13,Coca-Cola,34.6,41.4,29.12,Yes,33.8
2023-03-01,13,Big Cola,6.37,6.7,13.17,No,11.1
2023-03-01,13,Spiro Spathis,2.61,3.03,20.07,Yes,34.2
2023-03-01,13,V7,24.55,19.87,24.36,Yes,22.1
2023-03-01,13,Sina Cola,22.55,19.78,22.33,No,22.4
2023-03-01,14,Shams-Cola,24.06,28.01,15.51,No,44.9
2023-03-01,14,Pepsi,27.25,24.64,13.72,Yes,16.6
2023-03-01,14,Coca-Cola,13.6,14.99,17.94,Yes,39.6
2023-03-01,14,Big Cola,5.9,6.32,14.42,Yes,39.6
2023-03-01,14,Spiro Spathis,26.34,30.21,18.89,Yes,38.4
2023-03-01,14,V7,18.51,19.67,15.21,Yes,5.5
2023-03-01,14,Sina Cola,36.97,44.12,17.73,Yes,22.7
2023-03-01,15,Shams-Cola,29.98,24.24,17.33,Yes,29.1
2023-03-01,15,Pepsi,18.01,19.09,19.33,Yes,29.5
2023-03-01,15,Coca-Cola,3.05,3.54,25.43,Yes,24.9
2023-03-01,15,Big Cola,35.17,40.15,20.7,Yes,16.5
2023-03-01,15,Spiro Spathis,16.19,14.94,23.24,Yes,28.1
2023-03-01,15,V7,28.92,33.02,22.5,Yes,38.0
2023-03-01,15,Sina Cola,14.69,13.52,21.61,Yes,43.7
2023-03-01,16,Shams-Cola,36.98,33.83,16.47,Yes,35.6
2023-03-01,16,Pepsi,3.26,3.38,29.75,Yes,23.4
2023-03-01,16,Coca-Cola,14.06,13.94,20.3,Yes,44.6
2023-03-01,16,Big Cola,8.29,9.64,13.54,Yes,17.5
2023-03-01,16,Spiro Spathis,35.4,39.96,16.91,Yes,47.1
2023-03-01,16,V7,17.56,14.45,10.61,Yes,36.5
2023-03-01,16,Sina Cola,9.08,8.06,17.92,Yes,5.1
2023-03-01,17,Shams-Cola,7.45,8.46,17.58,Yes,16.6
2023-03-01,17,Pepsi,5.21,6.23,13.84,Yes,20.0
2023-03-01,17,Coca-Cola,14.81,14.31,13.72,Yes,19.0
2023-03-01,17,Big Cola,30.46,24.4,21.53,Yes,49.8
2023-03-01,17,Spiro Spathis,37.81,31.01,16.4,Yes,9.0
2023-03-01,17,V7,11.86,13.67,17.01,Yes,29.8
2023-03-01,17,Sina Cola,6.57,5.72,28.88,Yes,41.2
2023-03-01,18,Shams-Cola,34.91,36.68,17.01,Yes,20.1
2023-03-01,18,Pepsi,23.15,20.63,18.44,Yes,9.0
2023-03-01,18,Coca-Cola,11.36,12.86,16.74,Yes,44.6
2023-03-01,18,Big Cola,22.53,26.63,12.85,Yes,35.4
2023-03-01,18,Spiro Spathis,20.06,18.04,24.45,Yes,48.2
2023-03-01,18,V7,18.37,15.85,26.24,Yes,47.4
2023-03-01,18,Sina Cola,27.58,28.77,20.86,Yes,43.9
2023-03-01,19,Shams-Cola,19.01,19.8,16.2,Yes,31.5
2023-03-01,19,Pepsi,22.69,20.64,26.67,Yes,29.8
2023-03-01,19,Coca-Cola,13.27,10.88,12.07,Yes,13.0
2023-03-01,19,Big Cola,38.07,45.47,26.68,Yes,32.0
2023-03-01,19,Spiro Spathis,15.8,16.22,28.1,Yes,20.4
2023-03-01,19,V7,34.67,41.04,19.76,Yes,43.5
2023-03-01,19,Sina Cola,8.72,7.49,11.04,No,45.9
2023-03-01,20,Shams-Cola,17.1,20.44,10.13,Yes,22.5
2023-03-01,20,Pepsi,4.49,5.09,29.1,Yes,17.7
2023-03-01,20,Coca-Cola,17.73,19.25,15.13,Yes,26.6
2023-03-01,20,Big Cola,26.87,26.67,23.76,Yes,50.0
2023-03-01,20,Spiro Spathis,33.15,33.89,27.72,Yes,44.4
2023-03-01,20,V7,37.96,44.03,14.96,Yes,49.3
2023-03-01,20,Sina Cola,24.78,28.41,23.05,Yes,38.2
2023-03-01,21,Shams-Cola,16.41,19.4,18.07,Yes,14.8
2023-03-01,21,Pepsi,27.8,25.15,16.91,Yes,49.8
2023-03-01,21,Coca-Cola,5.54,4.58,25.8,Yes,5.7
2023-03-01,21,Big Cola,29.4,31.82,14.35,No,40.9
2023-03-01,21,Spiro Spathis,5.6,6.55,14.49,Yes,32.4
2023-03-01,21,V7,20.75,22.76,22.64,Yes,7.3
2023-03-01,21,Sina Cola,24.15,23.16,18.98,Yes,41.2
2023-03-01,22,Shams-Cola,15.45,12.95,10.47,Yes,19.8
2023-03-01,22,Pepsi,3.87,4.0,27.2,Yes,30.5
2023-03-01,22,Coca-Cola,30.57,35.75,27.0,Yes,25.3
2023-03-01,22,Big Cola,39.51,43.98,17.86,No,46.1
2023-03-01,22,Spiro Spathis,38.85,42.0,10.49,Yes,20.6
2023-03-01,22,V7,19.86,23.05,18.67,Yes,46.6
2023-03-01,22,Sina Cola,3.51,3.54,12.73,Yes,5.1
2023-03-01,23,Shams-Cola,5.16,4.77,29.74,Yes,22.9
2023-03-01,23,Pepsi,13.8,11.1,18.58,Yes,8.2
2023-03-01,23,Coca-Cola,20.87,19.12,29.26,Yes,19.1
2023-03-01,23,Big Cola,25.56,27.07,11.17,Yes,22.1
2023-03-01,23,Spiro Spathis,33.8,27.85,18.51,Yes,14.6
2023-03-01,23,V7,38.45,41.0,20.26,Yes,33.6
2023-03-01,23,Sina Cola,36.82,40.99,14.97,Yes,9.6
2023-03-01,24,Shams-Cola,17.31,19.28,16.59,Yes,48.6
2023-03-01,24,Pepsi,24.49,22.65,24.8,Yes,43.3
2023-03-01,24,Coca-Cola,32.2,28.8,23.48,Yes,40.8
2023-03-01,24,Big Cola,35.8,41.65,22.56,Yes,7.9
2023-03-01,24,Spiro Spathis,25.8,24.51,27.69,Yes,29.7
2023-03-01,24,V7,10.89,8.99,10.0,No,30.8
2023-03-01,24,Sina Cola,35.15,32.01,24.31,Yes,48.5
2023-03-01,25,Shams-Cola,2.94,3.26,18.46,Yes,48.9
2023-03-01,25,Pepsi,16.87,19.69,27.62,Yes,17.6
2023-03-01,25,Coca-Cola,28.61,29.07,26.27,No,8.3
2023-03-01,25,Big Cola,34.8,38.53,23.32,Yes,34.7
2023-03-01,25,Spiro Spathis,21.4,19.67,19.6,Yes,34.7
2023-03-01,25,V7,16.14,18.3,21.27,Yes,11.7
2023-03-01,25,Sina Cola,23.98,23.57,12.74,Yes,17.8
2023-03-01,26,Shams-Cola,37.16,35.63,17.94,Yes,12.9
2023-03-01,26,Pepsi,23.48,24.87,19.27,Yes,7.4
2023-03-01,26,Coca-Cola,17.56,14.06,19.82,Yes,18.1
2023-03-01,26,Big Cola,5.05,5.63,27.27,Yes,13.7
2023-03-01,26,Spiro Spathis,13.01,11.47,23.26,Yes,29.6
2023-03-01,26,V7,22.72,21.01,17.33,Yes,11.5
2023-03-01,26,Sina Cola,12.88,13.74,21.56,Yes,8.3
2023-03-01,27,Shams-Cola,14.06,12.35,29.62,Yes,27.3
2023-03-01,27,Pepsi,10.19,9.53,24.28,Yes,38.2
2023-03-01,27,Coca-Cola,27.56,32.21,29.88,Yes,37.4
2023-03-01,27,Big Cola,13.39,14.51,22.23,Yes,42.6
2023-03-01,27,Spiro Spathis,18.38,20.15,27.46,Yes,11.4
2023-03-01,27,V7,22.14,19.7,16.36,Yes,40.3
2023-03-01,27,Sina Cola,22.0,21.9,26.99,Yes,36.0
2023-03-01,28,Shams-Cola,35.14,29.27,19.69,Yes,11.6
2023-03-01,28,Pepsi,7.87,7.22,24.87,Yes,10.8
2023-03-01,28,Coca-Cola,9.63,7.99,13.27,Yes,46.4
2023-03-01,28,Big Cola,29.64,32.59,16.36,Yes,11.3
2023-03-01,28,Spiro Spathis,13.6,13.0,22.37,Yes,48.8
2023-03-01,28,V7,17.83,18.86,18.65,Yes,24.9
2023-03-01,28,Sina Cola,38.92,34.25,24.31,Yes,45.0
2023-03-01,29,Shams-Cola,6.21,6.97,21.69,Yes,22.9
2023-03-01,29,Pepsi,9.34,7.54,28.44,No,34.0
2023-03-01,29,Coca-Cola,20.84,19.28,14.62,No,33.0
2023-03-01,29,Big Cola,14.78,16.21,23.36,Yes,27.9
2023-03-01,29,Spiro Spathis,28.17,27.2,13.9,Yes,19.8
2023-03-01,29,V7,5.57,6.55,18.66,Yes,9.1
2023-03-01,29,Sina Cola,37.13,33.26,17.08,Yes,40.7
2023-03-01,30,Shams-Cola,34.8,35.73,12.94,Yes,39.1
2023-03-01,30,Pepsi,12.97,11.17,12.11,Yes,46.3
2023-03-01,30,Coca-Cola,9.84,11.01,29.16,Yes,19.9
2023-03-01,30,Big Cola,30.5,32.88,26.19,Yes,15.2
2023-03-01,30,Spiro Spathis,5.68,6.08,20.18,Yes,5.7
2023-03-01,30,V7,13.19,12.89,11.68,Yes,49.9
2023-03-01,30,Sina Cola,2.05,2.1,28.07,Yes,9.6
2023-03-01,31,Shams-Cola,25.39,22.2,12.14,Yes,33.8
2023-03-01,31,Pepsi,12.61,14.34,13.49,Yes,35.5
2023-03-01,31,Coca-Cola,11.4,11.05,16.84,Yes,15.9
2023-03-01,31,Big Cola,8.55,7.68,29.58,No,6.0
2023-03-01,31,Spiro Spathis,8.56,9.07,12.97,Yes,23.6
2023-03-01,31,V7,8.08,6.77,14.7,Yes,17.1
2023-03-01,31,Sina Cola,30.41,26.51,20.28,Yes,12.1
2023-03-01,32,Shams-Cola,4.92,4.16,14.39,No,26.4
2023-03-01,32,Pepsi,6.07,6.41,19.07,Yes,27.6
2023-03-01,32,Coca-Cola,33.73,34.25,11.97,Yes,20.8
2023-03-01,32,Big Cola,20.79,21.64,23.81,Yes,23.4
2023-03-01,32,Spiro Spathis,5.59,6.69,12.27,Yes,31.1
2023-03-01,32,V7,15.65,15.1,11.61,Yes,9.9
2023-03-01,32,Sina Cola,18.93,19.91,26.03,Yes,48.5
2023-03-01,33,Shams-Cola,27.23,30.71,20.63,Yes,24.4
2023-03-01,33,Pepsi,2.25,1.86,21.56,Yes,37.2
2023-03-01,33,Coca-Cola,18.94,20.89,12.47,Yes,20.4
2023-03-01,33,Big Cola,11.36,10.59,15.73,Yes,35.2
2023-03-01,33,Spiro Spathis,38.58,34.27,11.77,Yes,10.9
2023-03-01,33,V7,4.48,4.12,11.94,Yes,45.2
2023-03-01,33,Sina Cola,3.78,3.7,27.98,Yes,36.1
2023-03-01,34,Shams-Cola,4.07,3.9,11.77,Yes,18.1
2023-03-01,34,Pepsi,28.08,32.76,26.27,Yes,8.4
2023-03-01,34,Coca-Cola,25.45,20.79,19.02,Yes,36.0
2023-03-01,34,Big Cola,12.19,10.04,20.14,Yes,15.4
2023-03-01,34,Spiro Spathis,23.88,24.62,16.0,Yes,6.1
2023-03-01,34,V7,24.47,28.11,11.81,Yes,32.8
2023-03-01,34,Sina Cola,39.3,39.03,12.63,Yes,39.9
2023-03-01,35,Shams-Cola,13.78,12.39,23.92,Yes,42.1
2023-03-01,35,Pepsi,12.3,11.25,26.58,Yes,43.0
2023-03-01,35,Coca-Cola,34.91,35.97,19.76,Yes,36.5
2023-03-01,35,Big Cola,13.58,14.3,11.99,Yes,12.6
2023-03-01,35,Spiro Spathis,2.01,1.86,29.59,Yes,7.4
2023-03-01,35,V7,5.11,5.69,10.58,Yes,31.7
2023-03-01,35,Sina Cola,16.73,13.62,24.44,Yes,23.5
2023-04-01,1,Shams-Cola,6.94,6.16,12.08,Yes,13.7
2023-04-01,1,Pepsi,19.79,23.27,24.16,Yes,26.3
2023-04-01,1,Coca-Cola,15.54,14.17,21.05,Yes,36.9
2023-04-01,1,Big Cola,33.44,39.52,12.08,Yes,9.5
2023-04-01,1,Spiro Spathis,16.61,18.32,20.89,Yes,8.3
2023-04-01,1,V7,26.8,27.91,28.12,Yes,39.9
2023-04-01,1,Sina Cola,3.87,4.23,27.09,Yes,47.7
2023-04-01,2,Shams-Cola,6.22,6.58,25.23,Yes,15.4
2023-04-01,2,Pepsi,16.39,13.3,29.31,No,19.5
2023-04-01,2,Coca-Cola,35.83,31.31,14.1,Yes,34.3
2023-04-01,2,Big Cola,38.25,34.98,24.47,Yes,20.0
2023-04-01,2,Spiro Spathis,31.73,25.47,10.66,Yes,10.9
2023-04-01,2,V7,39.61,32.23,27.81,Yes,25.4
2023-04-01,2,Sina Cola,18.84,19.26,17.68,Yes,12.2
2023-04-01,3,Shams-Cola,27.55,22.07,25.12,Yes,45.0
2023-04-01,3,Pepsi,17.23,17.07,20.22,Yes,32.6
2023-04-01,3,Coca-Cola,12.6,12.28,25.4,Yes,34.5
2023-04-01,3,Big Cola,23.41,23.15,23.2,Yes,41.1
2023-04-01,3,Spiro Spathis,34.61,28.53,16.84,Yes,15.5
2023-04-01,3,V7,5.33,5.18,28.37,Yes,35.3
2023-04-01,3,Sina Cola,24.84,20.34,28.56,Yes,24.4
2023-04-01,4,Shams-Cola,38.09,30.49,22.37,Yes,49.1
2023-04-01,4,Pepsi,24.93,20.13,27.58,Yes,11.0
2023-04-01,4,Coca-Cola,20.28,23.09,21.57,Yes,21.5
2023-04-01,4,Big Cola,2.12,2.29,22.29,Yes,30.8
2023-04-01,4,Spiro Spathis,28.11,22.55,22.41,Yes,37.0
2023-04-01,4,V7,9.11,8.33,20.64,Yes,31.3
2023-04-01,4,Sina Cola,9.29,10.07,14.85,No,28.0
2023-04-01,5,Shams-Cola,30.01,25.12,17.98,Yes,30.2
2023-04-01,5,Pepsi,7.22,8.28,26.52,No,8.8
2023-04-01,5,Coca-Cola,10.53,8.53,16.28,Yes,11.5
2023-04-01,5,Big Cola,12.03,10.9,14.86,Yes,29.6
2023-04-01,5,Spiro Spathis,8.91,10.37,17.66,Yes,44.5
2023-04-01,5,V7,32.76,34.0,14.43,Yes,5.3
2023-04-01,5,Sina Cola,16.47,14.4,26.85,Yes,26.0
2023-04-01,6,Shams-Cola,17.29,17.09,11.12,Yes,11.4
2023-04-01,6,Pepsi,22.2,21.95,18.74,Yes,9.7
2023-04-01,6,Coca-Cola,16.51,14.75,13.93,Yes,15.4
2023-04-01,6,Big Cola,38.1,37.45,17.7,Yes,5.5
2023-04-01,6,Spiro Spathis,39.17,36.05,24.87,Yes,36.2
2023-04-01,6,V7,6.92,6.45,23.46,No,13.0
2023-04-01,6,Sina Cola,16.77,17.22,23.31,Yes,35.6
2023-04-01,7,Shams-Cola,16.17,14.08,20.09,Yes,47.7
2023-04-01,7,Pepsi,36.8,31.02,14.65,Yes,9.0
2023-04-01,7,Coca-Cola,12.15,9.94,18.42,Yes,13.1
2023-04-01,7,Big Cola,10.47,10.96,14.46,Yes,16.8
